#"Time" "Trace" "error"
108 2.50325615823114 0.278086187516793
109 2.57151537800295 0.258220267922659
110 2.56483677427453 0.262083297016345
111 2.51439569775603 0.267559940189618
112 2.95813275724545 0.136185894052606
113 2.91260102703361 0.156506563210099
114 2.92143087225976 0.147516532354952
115 2.93217319618146 0.144618466805403
116 2.98540831139231 0.116938654366193
117 2.99371195430073 0.11767813518208
118 3.04281828436467 0.101177244151784
119 3.03390233379448 0.106999153450994
120 3.07190586744288 0.0976770006777021
121 3.05821336979189 0.0977730717720728
122 3.07009159887105 0.1021965278984
123 3.04748419149368 0.11795503351604
124 2.9639707157797 0.156777881421285
125 2.93590935782793 0.157372825493974
126 2.98457799944919 0.157065900377154
127 2.96482633072049 0.148415124257746
128 2.56854425327198 0.237353257596429
129 2.37358806302112 0.282485769016594
130 2.30727219499146 0.301658187143689
131 2.93233316903088 0.131923095501578
132 3.04592071280339 0.112943592152987
133 3.05103326902904 0.0994059418805074
134 2.86494081583499 0.143923606217685
135 2.70072709831338 0.193321513423742
136 2.7642174852192 0.178689021992198
137 3.08597252798437 0.0834670109169616
138 2.9972375975548 0.106732135720635
139 3.07325547286281 0.0830428786371515
140 2.88416576720751 0.146947193099131
141 2.96369705267302 0.113333834356665
142 2.98187705679292 0.115021603892762
143 2.51176911130135 0.263579980527454
144 2.53963668310944 0.263898617130246
145 2.70130134529126 0.230843641830553
146 2.69272094837411 0.232952202585325
147 2.69901572549884 0.223915657189406
148 2.80715382057692 0.180148795951887
149 2.68795204835759 0.228943694826301
150 2.68425002902294 0.2370044529252
151 2.64034328625853 0.250963870906407
152 2.62689591448119 0.2535467218156
153 2.53920275269338 0.263061122279731
154 2.31744335132391 0.309015383625374
155 2.13223979107506 0.347828239591686
156 2.16293030237081 0.342638276485758
157 2.12681343274009 0.346788358744628
158 2.13149060175649 0.348272436664242
159 2.14152887945955 0.347211055387139
160 2.13483939963994 0.34877518468183
161 2.14980973362317 0.343243155145165
162 2.2448856273259 0.325804340356735
163 2.21783311592603 0.331330260497061
164 2.23214361295482 0.328566221145576
165 2.21062198636489 0.333234727542233
166 2.31594207182386 0.310967919252423
167 2.46328181678962 0.289477724894707
168 2.55822952624011 0.278032293800609
169 2.53974418818016 0.281089973822872
170 2.50717195946339 0.291210671200789
171 2.4822597945912 0.294101279577113
172 2.44651632094416 0.308175198583589
173 2.43752888528625 0.31572932597037
174 2.42974971539798 0.317384677367748
175 2.43467678265529 0.314430313341233
176 2.47379259707314 0.310255481606555
177 2.50837559219418 0.29035420175796
178 2.21861104127588 0.329720897201484
179 2.11564236511148 0.345148290416363
180 2.11186676173994 0.344476013508048
181 2.12846727289898 0.334544109160959
182 2.15176476271185 0.328197145824711
183 2.24236663668514 0.306633315670691
184 2.30004819935812 0.289457579372866
185 2.86589896405 0.125981046981112
186 2.70151430537812 0.174222665798224
187 2.64965779621676 0.203803366106077
188 2.59604686133693 0.219674803753234
189 2.49240124789895 0.24499271770846
190 2.47578529383695 0.26145447154424
191 2.47910062217015 0.26847417544956
192 2.48367650682832 0.266936501786368
193 2.52070979718401 0.25492059933036
194 2.81556581128591 0.168248463803297
195 2.87019506797123 0.148090353684202
196 2.95779245526865 0.13713558643521
197 2.71803122700944 0.184819919814641
198 2.58522499332965 0.234622375114457
199 2.57204020561411 0.234155735893618
200 2.83722289713942 0.152193279309849
201 2.99257074493688 0.130581183021047
202 2.99190607234633 0.135389853895004
203 3.00672891420998 0.126454671744378
204 3.00064241758058 0.142371206823067
205 3.11202183609921 0.109722912098258
206 3.07999687027911 0.110423513758163
207 2.97523243888001 0.130039718378372
208 2.86374299226426 0.160332429466616
209 2.8136885747977 0.174385745903166
210 2.81551260090092 0.174391472933686
211 2.55998348327681 0.240210264050453
212 2.51167256641096 0.259026147287155
213 2.53996184037867 0.259643630868042
214 2.49654161601212 0.255133476945991
215 2.47137577509981 0.259324649709104
216 2.46566943266619 0.256084566927381
217 2.50416144551244 0.245996242507556
218 2.6344826072912 0.199621939963384
219 2.65991848248348 0.201479746277941
220 2.53839905895346 0.239124383215077
221 2.57331367026405 0.232160802912897
222 2.67404552875947 0.203564382894742
223 2.78068364709556 0.171336179636708
224 2.95787707044131 0.132414962340498
225 2.67991189648995 0.218447881474258
226 2.16059189141551 0.339132619994744
227 2.0988386533574 0.342157159131587
228 2.11757045869789 0.34422305402213
229 2.13971100399659 0.33880391446953
230 2.12494516894255 0.341854307365369
231 2.13217047229018 0.34021051504148
232 2.15431467380784 0.333235763348612
233 2.21201717852661 0.332652188255553
234 2.37961533542746 0.294309119000976
235 2.63519291209538 0.241187834616755
236 2.7918934395671 0.198989017227013
237 2.50324118449515 0.244302116838261
238 2.48411146491152 0.261436444495346
239 2.38575790756197 0.277966092859887
240 2.39981220234647 0.276240526004128
241 2.53285484997392 0.25548489995403
242 2.73076107816394 0.203458975001973
243 2.66395746630948 0.211284588555255
244 2.93950931494608 0.15319151692827
245 2.96483916530748 0.145871653591973
246 3.00751961937437 0.131825221844154
247 3.09117071550745 0.104929993024965
248 2.90481711818365 0.13940371945226
